timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1750274233606,5,Characters,200,OK,Thread Group 1-3,text,true,,8117,154,8,8,http://localhost:3001/characters,5,0,1
1750274233606,6,Characters,200,OK,Thread Group 1-2,text,true,,8117,154,8,8,http://localhost:3001/characters,6,0,1
1750274233607,6,Characters,200,OK,Thread Group 1-4,text,true,,8117,154,9,9,http://localhost:3001/characters,6,0,1
1750274233611,4,Character,201,Created,Thread Group 1-3,text,true,,278,219,10,10,http://localhost:3001/character,4,0,0
1750274233612,6,Character,201,Created,Thread Group 1-2,text,true,,278,219,13,13,http://localhost:3001/character,6,0,0
1750274233606,14,Characters,200,OK,Thread Group 1-1,text,true,,8195,154,16,16,http://localhost:3001/characters,14,0,2
1750274233616,6,PUT character/,200,OK,Thread Group 1-3,text,true,,275,224,18,18,http://localhost:3001/character/206,6,0,0
1750274233618,6,PUT character/,200,OK,Thread Group 1-2,text,true,,275,224,19,19,http://localhost:3001/character/207,6,0,0
1750274233613,13,Character,201,Created,Thread Group 1-4,text,true,,278,219,22,22,http://localhost:3001/character,13,0,0
1750274233609,19,Characters,200,OK,Thread Group 1-5,text,true,,8238,154,24,24,http://localhost:3001/characters,19,0,1
1750274233622,7,Character/id,200,OK,Thread Group 1-3,text,true,,275,157,25,25,http://localhost:3001/character/206,7,0,0
1750274233624,7,Character/id,200,OK,Thread Group 1-2,text,true,,275,157,27,27,http://localhost:3001/character/207,7,0,0
1750274233626,6,PUT character/,200,OK,Thread Group 1-4,text,true,,275,224,27,27,http://localhost:3001/character/208,6,0,0
1750274233620,14,Character,201,Created,Thread Group 1-1,text,true,,278,219,29,29,http://localhost:3001/character,14,0,0
1750274233610,27,Characters,200,OK,Thread Group 1-6,text,true,,8279,154,33,33,http://localhost:3001/characters,27,0,1
1750274233630,9,DELETE /character/id,200,OK,Thread Group 1-3,text,true,,293,179,34,34,http://localhost:3001/character/206,8,0,0
1750274233631,9,DELETE /character/id,200,OK,Thread Group 1-2,text,true,,293,179,35,35,http://localhost:3001/character/207,9,0,0
1750274233632,9,Character/id,200,OK,Thread Group 1-4,text,true,,275,157,35,35,http://localhost:3001/character/208,9,0,0
1750274233635,8,PUT character/,200,OK,Thread Group 1-1,text,true,,275,224,37,37,http://localhost:3001/character/209,8,0,0
1750274233628,17,Character,201,Created,Thread Group 1-5,text,true,,278,219,37,37,http://localhost:3001/character,17,0,0
1750274233611,35,Characters,200,OK,Thread Group 1-8,text,true,,8238,154,37,37,http://localhost:3001/characters,35,0,1
1750274233639,9,Characters,200,OK,Thread Group 1-3,text,true,,8238,154,43,43,http://localhost:3001/characters,9,0,0
1750274233641,8,Characters,200,OK,Thread Group 1-2,text,true,,8238,154,45,45,http://localhost:3001/characters,8,0,0
1750274233641,11,DELETE /character/id,200,OK,Thread Group 1-4,text,true,,293,179,47,47,http://localhost:3001/character/208,11,0,0
1750274233644,10,Character/id,200,OK,Thread Group 1-1,text,true,,275,157,49,49,http://localhost:3001/character/209,10,0,0
1750274233637,19,Character,201,Created,Thread Group 1-6,text,true,,278,219,52,52,http://localhost:3001/character,19,0,0
1750274233611,47,Characters,200,OK,Thread Group 1-7,text,true,,8236,154,53,53,http://localhost:3001/characters,47,0,1
1750274233648,12,Character,201,Created,Thread Group 1-3,text,true,,278,219,56,56,http://localhost:3001/character,12,0,0
1750274233650,12,Character,201,Created,Thread Group 1-2,text,true,,278,219,57,57,http://localhost:3001/character,12,0,0
1750274233652,11,Characters,200,OK,Thread Group 1-4,text,true,,8314,154,59,59,http://localhost:3001/characters,11,0,0
1750274233655,11,DELETE /character/id,200,OK,Thread Group 1-1,text,true,,293,179,62,62,http://localhost:3001/character/209,11,0,0
1750274233657,13,PUT character/,200,OK,Thread Group 1-6,text,true,,275,224,66,66,http://localhost:3001/character/208,13,0,0
1750274233645,29,PUT character/,200,OK,Thread Group 1-5,text,true,,275,224,69,69,http://localhost:3001/character/208,29,0,0
1750274233646,30,Character,201,Created,Thread Group 1-8,text,true,,278,219,70,70,http://localhost:3001/character,30,0,0
1750274233613,65,Characters,200,OK,Thread Group 1-9,text,true,,8314,154,71,71,http://localhost:3001/characters,65,0,1
1750274233660,21,PUT character/,200,OK,Thread Group 1-3,text,true,,275,224,76,76,http://localhost:3001/character/209,21,0,0
1750274233662,21,PUT character/,200,OK,Thread Group 1-2,text,true,,275,224,79,79,http://localhost:3001/character/210,21,0,0
1750274233664,22,Character,201,Created,Thread Group 1-4,text,true,,278,219,82,82,http://localhost:3001/character,22,0,0
1750274233667,20,Characters,200,OK,Thread Group 1-1,text,true,,8357,154,83,83,http://localhost:3001/characters,20,0,0
1750274233671,19,Character/id,200,OK,Thread Group 1-6,text,true,,275,157,85,85,http://localhost:3001/character/208,19,0,0
1750274233674,20,Character/id,200,OK,Thread Group 1-5,text,true,,275,157,89,89,http://localhost:3001/character/208,20,0,0
1750274233677,19,PUT character/,200,OK,Thread Group 1-8,text,true,,275,224,90,90,http://localhost:3001/character/210,19,0,0
1750274233658,43,Character,201,Created,Thread Group 1-7,text,true,,278,219,96,96,http://localhost:3001/character,43,0,0
1750274233616,86,Characters,200,OK,Thread Group 1-10,text,true,,8396,154,96,96,http://localhost:3001/characters,86,0,0
1750274233681,23,Character/id,200,OK,Thread Group 1-3,text,true,,275,157,100,100,http://localhost:3001/character/209,23,0,0
1750274233684,23,Character/id,200,OK,Thread Group 1-2,text,true,,275,157,102,102,http://localhost:3001/character/210,23,0,0
1750274233687,24,PUT character/,200,OK,Thread Group 1-4,text,true,,275,224,105,105,http://localhost:3001/character/211,24,0,0
1750274233687,26,Character,201,Created,Thread Group 1-1,text,true,,278,219,106,106,http://localhost:3001/character,26,0,0
1750274233691,24,DELETE /character/id,200,OK,Thread Group 1-6,text,true,,293,179,110,110,http://localhost:3001/character/208,24,0,0
1750274233696,23,Character/id,200,OK,Thread Group 1-8,text,true,,275,157,114,114,http://localhost:3001/character/210,23,0,0
1750274233694,25,DELETE /character/id,200,OK,Thread Group 1-5,text,true,,293,179,114,114,http://localhost:3001/character/208,25,0,0
1750274233678,44,Character,201,Created,Thread Group 1-9,text,true,,278,219,116,116,http://localhost:3001/character,44,0,0
1750274233618,107,Characters,200,OK,Thread Group 1-13,text,true,,8396,154,120,120,http://localhost:3001/characters,107,0,1
1750274233705,22,DELETE /character/id,200,OK,Thread Group 1-3,text,true,,293,179,122,122,http://localhost:3001/character/209,22,0,0
1750274233708,21,DELETE /character/id,200,OK,Thread Group 1-2,text,true,,293,179,123,123,http://localhost:3001/character/210,21,0,0
1750274233711,19,Character/id,200,OK,Thread Group 1-4,text,true,,275,157,122,122,http://localhost:3001/character/211,19,0,0
1750274233713,19,PUT character/,200,OK,Thread Group 1-1,text,true,,275,224,123,123,http://localhost:3001/character/213,19,0,0
1750274233716,19,Characters,200,OK,Thread Group 1-6,text,true,,8316,154,128,128,http://localhost:3001/characters,19,0,0
1750274233719,20,Characters,200,OK,Thread Group 1-5,text,true,,8316,154,131,131,http://localhost:3001/characters,20,0,0
1750274233719,23,DELETE /character/id,200,OK,Thread Group 1-8,text,true,,293,179,135,135,http://localhost:3001/character/210,23,0,0
1750274233723,22,PUT character/,200,OK,Thread Group 1-9,text,true,,275,224,140,140,http://localhost:3001/character/212,22,0,0
1750274233702,46,PUT character/,200,OK,Thread Group 1-7,text,true,,275,224,142,142,http://localhost:3001/character/212,46,0,0
1750274233702,48,Character,201,Created,Thread Group 1-10,text,true,,278,219,144,144,http://localhost:3001/character,48,0,0
